Container_ID,Destination,Goods,Container_Length,Actual_Weight,Shipping_Company,Weight_Difference,Weight_Factor,Destination_Factor,Goods_Factor,Company_Factor,Risk_Score,Decision
C000460,Greece,Cotton,20,21456,Global Ocean Logistics,271,0.6,0.024,0.18,0.04,0.298,Store to ship
C000461,Pakistan,Solvents,40,26907,TS Lines,127,0.4,0.06,0.78,0.037,0.316,Proceed to further inspection
C000462,Netherlands,Glass,48,32290,Matson Navigation,360,0.8,0.021,0.24,0.028,0.392,Proceed to further inspection
C000463,Chile,Industrial Tools,20,21540,PIL (Pacific International Lines),187,0.4,0.039,0.3,0.034,0.235,Store to ship
C000464,Mexico,Ceramics,40,26994,Hyundai Merchant Marine (HMM),214,0.6,0.036,0.25,0.03,0.312,Proceed to further inspection
C000465,Germany,Vehicles,45,29406,Global Ocean Logistics,356,0.8,0.022,0.36,0.04,0.412,Proceed to further inspection
C000466,Portugal,Vehicles,45,29154,Unifeeder,104,0.4,0.025,0.36,0.034,0.24,Store to ship
C000467,India,Frozen Meat,48,32788,Syrian Shipping Lines,138,0.4,0.04,0.24,0.075,0.23,Store to ship
C000468,Ukraine,Computers,40,26526,K Line,254,0.6,0.055,0.26,0.029,0.32,Proceed to further inspection
C000469,Italy,Electronics,20,21901,APL,174,0.4,0.026,0.28,0.031,0.227,Store to ship
C000470,Vietnam,Vegetables,53,34138,Mediterranean Shipping Company (MSC),138,0.4,0.048,0.14,0.026,0.212,Store to ship
C000471,Singapore,Steel Coils,20,21365,Hapag-Lloyd,362,0.8,0.02,0.4,0.028,0.416,Proceed to further inspection
C000472,Sri Lanka,Frozen Meat,20,21678,Grimaldi Lines,49,0.01,0.075,0.24,0.033,0.068,Store to ship
C000473,France,Ceramics,53,33655,Roy Shipping Agency,345,0.8,0.024,0.25,0.079,0.399,Proceed to further inspection
C000474,Pakistan,Cement,40,27093,Emirates Shipping Line,313,0.8,0.06,0.3,0.034,0.414,Proceed to further inspection
C000475,Oman,Rice,48,32530,Evergreen Marine,120,0.4,0.038,0.38,0.029,0.246,Store to ship
C000476,Japan,Footwear,45,28884,Bahri,166,0.4,0.025,0.19,0.037,0.214,Store to ship
C000477,Pakistan,Electrical Cables,53,34092,Evergreen Marine,92,0.07,0.06,0.27,0.029,0.094,Store to ship
C000478,United Arab Emirates,Vegetables,40,26547,Emirates Shipping Line,233,0.6,0.045,0.14,0.034,0.298,Store to ship
C000479,Brazil,Plastic Granules,40,27173,Evergreen Marine,393,0.8,0.052,0.39,0.029,0.425,Proceed to further inspection
C000480,Mexico,Electrical Cables,20,21906,Res Trans-Logis,179,0.4,0.036,0.27,0.042,0.23,Store to ship
C000481,Germany,Furniture,40,26577,Res Trans-Logis,203,0.6,0.022,0.21,0.042,0.303,Proceed to further inspection
C000482,Sri Lanka,Sand,48,32581,Mediterranean Shipping Company (MSC),69,0.07,0.075,0.42,0.026,0.121,Store to ship
C000483,Mexico,Dairy Products,20,21391,Ocean Network Express (ONE),336,0.8,0.036,0.2,0.027,0.391,Proceed to further inspection
C000484,Colombia,Glass,53,34030,Black Sea Shipping,30,0.01,0.043,0.24,0.055,0.06,Store to ship
C000485,Thailand,Industrial Tools,40,27107,Roy Shipping Agency,327,0.8,0.042,0.3,0.079,0.413,Proceed to further inspection
C000486,Colombia,Industrial Tools,48,32744,COSCO Shipping,94,0.07,0.043,0.3,0.032,0.093,Store to ship
C000487,Malaysia,Scientific Instruments,20,21549,Syrian Shipping Lines,178,0.4,0.073,0.25,0.075,0.242,Store to ship
C000488,Colombia,Footwear,53,34148,Black Sea Shipping,148,0.4,0.043,0.19,0.055,0.221,Store to ship
C000489,Malaysia,Timber,53,33769,ZIM Integrated Shipping Services,231,0.6,0.073,0.29,0.035,0.331,Proceed to further inspection
C000490,Italy,Medical Equipment,40,26771,SITC International,9,0.01,0.026,0.23,0.038,0.052,Store to ship
C000491,Greece,Tea,40,27153,X-Press Feeders,373,0.8,0.024,0.17,0.036,0.383,Proceed to further inspection
C000492,Ukraine,Scientific Instruments,48,32411,Seaboard Marine,239,0.6,0.055,0.25,0.035,0.319,Proceed to further inspection
C000493,Greece,Ceramics,45,29045,Emirates Shipping Line,5,0.01,0.024,0.25,0.034,0.054,Store to ship
C000494,United Kingdom,Mobile Phones,53,34040,SM Line,40,0.01,0.025,0.27,0.036,0.057,Store to ship
C000495,Brazil,Coffee,48,32814,Baltic Shipping Company,164,0.4,0.052,0.18,0.041,0.221,Store to ship
C000496,Hong Kong,Steel Coils,53,34323,ZIM Integrated Shipping Services,323,0.8,0.03,0.4,0.035,0.42,Proceed to further inspection
C000497,Hong Kong,Solar Panels,40,27021,Unifeeder,241,0.6,0.03,0.24,0.034,0.309,Proceed to further inspection
C000498,Germany,Petroleum Products,48,33044,Mitsui O.S.K. Lines (MOL),394,0.8,0.022,0.84,0.028,0.485,Proceed to further inspection
C000499,United Arab Emirates,Fruits,48,32649,K Line,1,0.01,0.045,0.15,0.029,0.045,Store to ship
C000500,Russia,Timber,20,21491,Unifeeder,236,0.6,0.058,0.29,0.034,0.326,Proceed to further inspection
C000501,Indonesia,Fertilizer,48,32387,Wan Hai Lines,263,0.6,0.047,0.46,0.032,0.348,Proceed to further inspection
C000502,Nigeria,Electrical Cables,40,26969,Evergreen Marine,189,0.4,0.065,0.27,0.029,0.238,Store to ship
C000503,France,Industrial Tools,45,29165,ZIM Integrated Shipping Services,115,0.4,0.024,0.3,0.035,0.23,Store to ship
C000504,United Arab Emirates,Fruits,48,33032,Bahri,382,0.8,0.045,0.15,0.037,0.387,Proceed to further inspection
C000505,South Korea,Pharmaceuticals,48,32576,Mediterranean Shipping Company (MSC),74,0.07,0.028,0.2,0.026,0.072,Store to ship
C000506,United Kingdom,Seafood,53,33984,Nippon Yusen Kaisha (NYK),16,0.01,0.025,0.22,0.029,0.049,Store to ship
C000507,Pakistan,Pharmaceuticals,40,26497,COSCO Shipping,283,0.6,0.06,0.2,0.032,0.312,Proceed to further inspection
C000508,South Africa,Footwear,48,32871,Roy Shipping Agency,221,0.6,0.046,0.19,0.079,0.311,Proceed to further inspection
C000509,United Kingdom,Paper,45,28845,PIL (Pacific International Lines),205,0.6,0.025,0.21,0.034,0.303,Proceed to further inspection
C000510,Chile,Vegetables,40,26533,Star Container Services,247,0.6,0.039,0.14,0.065,0.299,Store to ship
C000511,Canada,Cement,20,22090,SITC International,363,0.8,0.024,0.3,0.038,0.403,Proceed to further inspection
C000512,Kenya,Solar Panels,40,27050,SM Line,270,0.6,0.049,0.24,0.036,0.315,Proceed to further inspection
C000513,South Africa,Lithium Batteries,40,26814,TS Lines,34,0.01,0.046,0.82,0.037,0.149,Store to ship
C000514,Canada,Mobile Phones,20,21519,Mitsui O.S.K. Lines (MOL),208,0.6,0.024,0.27,0.028,0.311,Proceed to further inspection
C000515,Taiwan,Garments,53,34169,Wan Hai Lines,169,0.4,0.032,0.17,0.032,0.212,Store to ship
C000516,Spain,Vaccines,40,26761,Seaboard Marine,19,0.01,0.027,0.19,0.035,0.046,Store to ship
C000517,Spain,Rice,20,21638,Hapag-Lloyd,89,0.07,0.027,0.38,0.028,0.1,Store to ship
C000518,Norway,Furniture,40,27023,Baltic Shipping Company,243,0.6,0.02,0.21,0.041,0.302,Proceed to further inspection
C000519,Ukraine,Mobile Phones,48,32935,TS Lines,285,0.6,0.055,0.27,0.037,0.322,Proceed to further inspection
C000520,Germany,Tea,53,34126,North Korea Shipping Corporation,126,0.4,0.022,0.17,0.085,0.214,Store to ship
C000521,Netherlands,Industrial Tools,20,21478,Ocean Network Express (ONE),249,0.6,0.021,0.3,0.027,0.315,Proceed to further inspection
C000522,Denmark,Chemicals,40,27096,Star Container Services,316,0.8,0.02,0.71,0.065,0.468,Proceed to further inspection
C000523,Netherlands,Solar Panels,48,32455,CMA CGM,195,0.4,0.021,0.24,0.027,0.219,Store to ship
C000524,Thailand,Fertilizer,40,26991,Sinokor Merchant Marine,211,0.6,0.042,0.46,0.036,0.347,Proceed to further inspection
C000525,Belgium,Pharmaceuticals,48,32561,Unifeeder,89,0.07,0.023,0.2,0.034,0.072,Store to ship
C000526,Russia,Plastic Granules,53,34101,OOCL,101,0.4,0.058,0.39,0.028,0.254,Store to ship
C000527,Vietnam,Sand,53,34308,ZIM Integrated Shipping Services,308,0.8,0.048,0.42,0.035,0.429,Proceed to further inspection
C000528,Brazil,Furniture,20,21615,COSCO Shipping,112,0.4,0.052,0.21,0.032,0.225,Store to ship
C000529,Pakistan,Semiconductors,40,26868,Hyundai Merchant Marine (HMM),88,0.07,0.06,0.32,0.03,0.102,Store to ship
C000530,India,Mobile Phones,40,26504,COSCO Shipping,276,0.6,0.04,0.27,0.032,0.317,Proceed to further inspection
C000531,Indonesia,Vehicles,20,21474,COSCO Shipping,253,0.6,0.047,0.36,0.032,0.333,Proceed to further inspection
C000532,Turkey,Cotton,45,29144,Star Container Services,94,0.07,0.055,0.18,0.065,0.082,Store to ship
C000533,Sweden,Seafood,20,22085,Global Ocean Logistics,358,0.8,0.02,0.22,0.04,0.39,Proceed to further inspection
C000534,United Kingdom,Furniture,45,28768,Emirates Shipping Line,282,0.6,0.025,0.21,0.034,0.303,Proceed to further inspection
C000535,Italy,Medical Equipment,20,21331,Ocean Network Express (ONE),396,0.8,0.026,0.23,0.027,0.392,Proceed to further inspection
C000536,Denmark,Food Products,45,29417,TS Lines,367,0.8,0.02,0.16,0.037,0.38,Proceed to further inspection
C000537,France,Food Products,45,29332,APL,282,0.6,0.024,0.16,0.031,0.295,Store to ship
C000538,Philippines,Cement,20,21980,Iran Shipping Lines,253,0.6,0.043,0.3,0.07,0.326,Proceed to further inspection
C000539,Poland,Seafood,20,21576,Global Ocean Logistics,151,0.4,0.029,0.22,0.04,0.22,Store to ship
C000540,Argentina,Marble,20,21759,ZIM Integrated Shipping Services,32,0.01,0.05,0.28,0.035,0.067,Store to ship
C000541,Chile,Rubber,20,21351,Mediterranean Shipping Company (MSC),376,0.8,0.039,0.27,0.026,0.402,Proceed to further inspection
C000542,New Zealand,Steel Coils,20,21854,PIL (Pacific International Lines),127,0.4,0.021,0.4,0.034,0.244,Store to ship
C000543,Germany,Electronics,48,32515,Hyundai Merchant Marine (HMM),135,0.4,0.022,0.28,0.03,0.226,Store to ship
C000544,Belgium,Paint,48,32341,SITC International,309,0.8,0.023,0.41,0.038,0.42,Proceed to further inspection
C000545,United Arab Emirates,Food Products,45,29311,Grimaldi Lines,261,0.6,0.045,0.16,0.033,0.301,Proceed to further inspection
C000546,Philippines,Copper,45,28821,Sinokor Merchant Marine,229,0.6,0.043,0.35,0.036,0.33,Proceed to further inspection
C000547,China,Solvents,20,21505,Hyundai Merchant Marine (HMM),222,0.6,0.073,0.78,0.03,0.406,Proceed to further inspection
C000548,Peru,Granite,20,21370,Bahri,357,0.8,0.041,0.29,0.037,0.407,Proceed to further inspection
C000549,Denmark,Lubricants,20,21916,Safmarine,189,0.4,0.02,0.37,0.035,0.24,Store to ship
C000550,Argentina,Marble,48,32322,OOCL,328,0.8,0.05,0.28,0.028,0.408,Proceed to further inspection
C000551,Peru,Footwear,48,32923,Yang Ming Marine,273,0.6,0.041,0.19,0.031,0.305,Proceed to further inspection
C000552,Japan,Marble,53,33948,Yang Ming Marine,52,0.07,0.025,0.28,0.031,0.084,Store to ship
C000553,Japan,Batteries,48,33032,Mitsui O.S.K. Lines (MOL),382,0.8,0.025,0.68,0.028,0.461,Proceed to further inspection
C000554,Taiwan,Paint,53,33759,Mediterranean Shipping Company (MSC),241,0.6,0.032,0.41,0.026,0.335,Proceed to further inspection
C000555,Norway,Vehicles,40,26958,Nippon Yusen Kaisha (NYK),178,0.4,0.02,0.36,0.029,0.237,Store to ship
C000556,Thailand,Sand,53,33959,Seaboard Marine,41,0.01,0.042,0.42,0.035,0.086,Store to ship
C000557,Peru,Rubber,48,32826,ZIM Integrated Shipping Services,176,0.4,0.041,0.27,0.035,0.231,Store to ship
C000558,Greece,Cotton,48,32402,Iran Shipping Lines,248,0.6,0.024,0.18,0.07,0.301,Proceed to further inspection
C000559,Indonesia,Timber,20,21565,Star Container Services,162,0.4,0.047,0.29,0.065,0.239,Store to ship
C000560,Thailand,Lithium Batteries,48,32841,Hamburg Süd,191,0.4,0.042,0.82,0.03,0.316,Proceed to further inspection
C000561,Australia,Ceramics,48,32459,APL,191,0.4,0.023,0.25,0.031,0.222,Store to ship
C000562,India,Steel Coils,40,26839,Mitsui O.S.K. Lines (MOL),59,0.07,0.04,0.4,0.028,0.107,Store to ship
C000563,China,Granite,53,34140,Syrian Shipping Lines,140,0.4,0.073,0.29,0.075,0.248,Store to ship
C000564,Spain,Plastic Granules,45,28663,Res Trans-Logis,387,0.8,0.027,0.39,0.042,0.418,Proceed to further inspection
C000565,United States,Heavy Machinery,48,32489,Safmarine,161,0.4,0.028,0.49,0.035,0.261,Store to ship
C000566,Oman,Wind Turbine Parts,48,33025,Emirates Shipping Line,375,0.8,0.038,0.31,0.034,0.409,Proceed to further inspection
C000567,United States,Medical Equipment,48,32637,Hapag-Lloyd,13,0.01,0.028,0.23,0.028,0.051,Store to ship
C000568,Norway,Paint,40,27027,Maersk,247,0.6,0.02,0.41,0.025,0.331,Proceed to further inspection
C000569,Mexico,Textiles,20,21626,Syrian Shipping Lines,101,0.4,0.036,0.2,0.075,0.222,Store to ship
C000570,Peru,Heavy Machinery,40,26543,Seaboard Marine,237,0.6,0.041,0.49,0.035,0.351,Proceed to further inspection
C000571,Colombia,Solar Panels,40,26475,Ocean Network Express (ONE),305,0.8,0.043,0.24,0.027,0.399,Proceed to further inspection
C000572,Pakistan,Frozen Meat,48,32954,APL,304,0.8,0.06,0.24,0.031,0.405,Proceed to further inspection
C000573,Russia,Wheat,40,26752,Hamburg Süd,28,0.01,0.058,0.17,0.03,0.052,Store to ship
C000574,Greece,Paint,40,26446,North Korea Shipping Corporation,334,0.8,0.024,0.41,0.085,0.424,Proceed to further inspection
C000575,New Zealand,Granite,53,34195,Seaboard Marine,195,0.4,0.021,0.29,0.035,0.228,Store to ship
C000576,Saudi Arabia,Semiconductors,53,33771,K Line,229,0.6,0.05,0.32,0.029,0.327,Proceed to further inspection
C000577,Sweden,Fertilizer,20,21596,Hamburg Süd,131,0.4,0.02,0.46,0.03,0.253,Store to ship
C000578,Germany,Pharmaceuticals,48,32376,Syrian Shipping Lines,274,0.6,0.022,0.2,0.075,0.304,Proceed to further inspection
C000579,Egypt,Rice,48,32385,Res Trans-Logis,265,0.6,0.044,0.38,0.042,0.336,Proceed to further inspection
C000580,South Korea,Granite,45,28672,Mitsui O.S.K. Lines (MOL),378,0.8,0.028,0.29,0.028,0.402,Proceed to further inspection
C000581,Ukraine,Solvents,40,26391,Safmarine,389,0.8,0.055,0.78,0.035,0.487,Proceed to further inspection
C000582,Ukraine,Iron Ore,45,28739,Hapag-Lloyd,311,0.8,0.055,0.64,0.028,0.465,Proceed to further inspection
C000583,Russia,Vehicles,20,21776,K Line,49,0.01,0.058,0.36,0.029,0.081,Store to ship
C000584,South Korea,Frozen Meat,53,33641,Maersk,359,0.8,0.028,0.24,0.025,0.394,Proceed to further inspection
C000585,Poland,Granite,53,33758,Hapag-Lloyd,242,0.6,0.029,0.29,0.028,0.316,Proceed to further inspection
C000586,Kenya,Paper,53,33869,Black Sea Shipping,131,0.4,0.049,0.21,0.055,0.226,Store to ship
C000587,Spain,Paper,53,33809,Star Container Services,191,0.4,0.027,0.21,0.065,0.22,Store to ship
C000588,Thailand,Ceramics,53,34025,Global Ocean Logistics,25,0.01,0.042,0.25,0.04,0.06,Store to ship
C000589,United States,Corn,20,22021,Seaboard Marine,294,0.6,0.028,0.16,0.035,0.296,Store to ship
C000590,Spain,Vegetables,40,26749,Hamburg Süd,31,0.01,0.027,0.14,0.03,0.037,Store to ship
C000591,Saudi Arabia,Industrial Tools,53,33821,Seaboard Marine,179,0.4,0.05,0.3,0.035,0.238,Store to ship
C000592,Chile,Heavy Machinery,45,28866,Roy Shipping Agency,184,0.4,0.039,0.49,0.079,0.268,Store to ship
C000593,Argentina,Aluminum,20,21518,Emirates Shipping Line,209,0.6,0.05,0.33,0.034,0.329,Proceed to further inspection
C000594,Nigeria,Solvents,48,32907,TS Lines,257,0.6,0.065,0.78,0.037,0.404,Proceed to further inspection
C000595,Chile,Copper,48,32942,PIL (Pacific International Lines),292,0.6,0.039,0.35,0.034,0.329,Proceed to further inspection
C000596,Colombia,Lithium Batteries,20,21598,Mediterranean Shipping Company (MSC),129,0.4,0.043,0.82,0.026,0.315,Proceed to further inspection
C000597,Mexico,Vegetables,48,32377,Wan Hai Lines,273,0.6,0.036,0.14,0.032,0.295,Store to ship
C000598,Belgium,Copper,45,29185,K Line,135,0.4,0.023,0.35,0.029,0.237,Store to ship
C000599,United Kingdom,Sugar,20,21420,TS Lines,307,0.8,0.025,0.18,0.037,0.385,Proceed to further inspection
C000600,South Korea,Pharmaceuticals,48,32529,Roy Shipping Agency,121,0.4,0.028,0.2,0.079,0.22,Store to ship
C000601,Qatar,Iron Ore,45,29261,X-Press Feeders,211,0.6,0.035,0.64,0.036,0.373,Proceed to further inspection
C000602,United States,Leather Goods,20,21715,Safmarine,12,0.01,0.028,0.22,0.035,0.05,Store to ship
C000603,Chile,Cement,20,22041,Matson Navigation,314,0.8,0.039,0.3,0.028,0.407,Proceed to further inspection
C000604,Peru,Wind Turbine Parts,40,27009,Unifeeder,229,0.6,0.041,0.31,0.034,0.323,Proceed to further inspection
C000605,Vietnam,Medical Equipment,20,21827,Bahri,100,0.07,0.048,0.23,0.037,0.085,Store to ship
C000606,Nigeria,Iron Ore,40,26442,Safmarine,338,0.8,0.065,0.64,0.035,0.468,Proceed to further inspection
C000607,Egypt,Lubricants,45,29051,OOCL,1,0.01,0.044,0.37,0.028,0.078,Store to ship
C000608,Hong Kong,Automobile Parts,20,21928,Matson Navigation,201,0.6,0.03,0.31,0.028,0.319,Proceed to further inspection
C000609,Argentina,Sugar,20,21728,Hapag-Lloyd,1,0.01,0.05,0.18,0.028,0.051,Store to ship
C000610,Kenya,Rice,20,21980,Yang Ming Marine,253,0.6,0.049,0.38,0.031,0.336,Proceed to further inspection
C000611,New Zealand,Automobile Parts,53,34397,OOCL,397,0.8,0.021,0.31,0.028,0.403,Proceed to further inspection
C000612,Morocco,Glass,40,26740,Wan Hai Lines,40,0.01,0.04,0.24,0.032,0.057,Store to ship
C000613,Bangladesh,Chemicals,20,21464,Iran Shipping Lines,263,0.6,0.07,0.71,0.07,0.398,Proceed to further inspection
C000614,Indonesia,Textiles,20,21817,Mediterranean Shipping Company (MSC),90,0.07,0.047,0.2,0.026,0.079,Store to ship
C000615,Philippines,Coal,48,32845,Baltic Shipping Company,195,0.4,0.043,0.53,0.041,0.272,Store to ship
C000616,Poland,Lubricants,45,29087,Emirates Shipping Line,37,0.01,0.029,0.37,0.034,0.074,Store to ship
C000617,Japan,Machinery,20,22040,Safmarine,313,0.8,0.025,0.34,0.035,0.409,Proceed to further inspection
C000618,Colombia,Automobile Parts,40,27071,North Korea Shipping Corporation,291,0.6,0.043,0.31,0.085,0.329,Proceed to further inspection
C000619,United Kingdom,Paper,48,32523,North Korea Shipping Corporation,127,0.4,0.025,0.21,0.085,0.221,Store to ship
C000620,Greece,Sugar,53,33860,TS Lines,140,0.4,0.024,0.18,0.037,0.212,Store to ship
C000621,Thailand,Rice,20,21560,Safmarine,167,0.4,0.042,0.38,0.035,0.248,Store to ship
C000622,Colombia,Footwear,45,29034,Sinokor Merchant Marine,16,0.01,0.043,0.19,0.036,0.051,Store to ship
C000623,Sri Lanka,Industrial Chemicals,40,26432,Star Container Services,348,0.8,0.075,0.75,0.065,0.491,Proceed to further inspection
C000624,South Africa,Scientific Instruments,53,34208,ZIM Integrated Shipping Services,208,0.6,0.046,0.25,0.035,0.316,Proceed to further inspection
C000625,Peru,Cement,20,21768,Ocean Network Express (ONE),41,0.01,0.041,0.3,0.027,0.066,Store to ship
C000626,Peru,Food Products,45,29240,PIL (Pacific International Lines),190,0.4,0.041,0.16,0.034,0.214,Store to ship
C000627,India,Marble,40,27156,Global Ocean Logistics,376,0.8,0.04,0.28,0.04,0.405,Proceed to further inspection
C000628,Indonesia,Food Products,48,32884,Mediterranean Shipping Company (MSC),234,0.6,0.047,0.16,0.026,0.301,Proceed to further inspection
C000629,Malaysia,Petroleum Products,45,29163,Hapag-Lloyd,113,0.4,0.073,0.84,0.028,0.328,Proceed to further inspection
C000630,South Africa,Industrial Tools,53,34321,TS Lines,321,0.8,0.046,0.3,0.037,0.41,Proceed to further inspection
C000631,Peru,Seafood,20,21507,Yang Ming Marine,220,0.6,0.041,0.22,0.031,0.309,Proceed to further inspection
C000632,Belgium,Food Products,53,34371,Nippon Yusen Kaisha (NYK),371,0.8,0.023,0.16,0.029,0.38,Proceed to further inspection
C000633,Spain,Vaccines,40,26442,Star Container Services,338,0.8,0.027,0.19,0.065,0.39,Proceed to further inspection
C000634,Colombia,Aluminum,40,26440,K Line,340,0.8,0.043,0.33,0.029,0.413,Proceed to further inspection
C000635,Japan,Seafood,48,32750,CMA CGM,100,0.07,0.025,0.22,0.027,0.075,Store to ship
C000636,Japan,Rubber,53,33707,Grimaldi Lines,293,0.6,0.025,0.27,0.033,0.312,Proceed to further inspection
C000637,Russia,Natural Gas Equipment,20,22078,COSCO Shipping,351,0.8,0.058,0.52,0.032,0.447,Proceed to further inspection
C000638,South Korea,Leather Goods,40,26435,OOCL,345,0.8,0.028,0.22,0.028,0.391,Proceed to further inspection
C000639,Netherlands,Rubber,48,32651,North Korea Shipping Corporation,1,0.01,0.021,0.27,0.085,0.061,Store to ship
C000640,New Zealand,Wind Turbine Parts,45,29447,Sinokor Merchant Marine,397,0.8,0.021,0.31,0.036,0.404,Proceed to further inspection
C000641,Indonesia,Cotton,40,27132,Roy Shipping Agency,352,0.8,0.047,0.18,0.079,0.396,Proceed to further inspection
C000642,Bangladesh,Paper,45,28918,Crowley Maritime,132,0.4,0.07,0.21,0.033,0.231,Store to ship
C000643,Colombia,Cement,48,32521,Hamburg Süd,129,0.4,0.043,0.3,0.03,0.236,Store to ship
C000644,Sweden,Aluminum,53,34208,Syrian Shipping Lines,208,0.6,0.02,0.33,0.075,0.324,Proceed to further inspection
C000645,United States,Medical Equipment,20,22060,Sinokor Merchant Marine,333,0.8,0.028,0.23,0.036,0.393,Proceed to further inspection
C000646,Morocco,Automobile Parts,20,21423,Roy Shipping Agency,304,0.8,0.04,0.31,0.079,0.414,Proceed to further inspection
C000647,Philippines,Semiconductors,45,29030,Seaboard Marine,20,0.01,0.043,0.32,0.035,0.071,Store to ship
C000648,Sweden,Vegetables,40,26851,Roy Shipping Agency,71,0.07,0.02,0.14,0.079,0.066,Store to ship
C000649,Australia,Automobile Parts,53,34332,ZIM Integrated Shipping Services,332,0.8,0.023,0.31,0.035,0.404,Proceed to further inspection
C000650,South Korea,Corn,45,29415,TS Lines,365,0.8,0.028,0.16,0.037,0.383,Proceed to further inspection
C000651,Sri Lanka,Rice,40,26558,K Line,222,0.6,0.075,0.38,0.029,0.345,Proceed to further inspection
C000652,Hong Kong,Pharmaceuticals,40,27005,PIL (Pacific International Lines),225,0.6,0.03,0.2,0.034,0.303,Proceed to further inspection
C000653,Egypt,Leather Goods,45,29225,CMA CGM,175,0.4,0.044,0.22,0.027,0.223,Store to ship
C000654,Kenya,Fruits,53,34226,Safmarine,226,0.6,0.049,0.15,0.035,0.301,Proceed to further inspection
C000655,India,Medical Equipment,48,32737,Baltic Shipping Company,87,0.07,0.04,0.23,0.041,0.082,Store to ship
C000656,Egypt,Fruits,48,32747,Roy Shipping Agency,97,0.07,0.044,0.15,0.079,0.075,Store to ship
C000657,Egypt,Wheat,48,32687,OOCL,37,0.01,0.044,0.17,0.028,0.047,Store to ship
C000658,Oman,Electrical Cables,20,21995,Safmarine,268,0.6,0.038,0.27,0.035,0.316,Proceed to further inspection
C000659,Greece,Coal,20,21579,X-Press Feeders,148,0.4,0.024,0.53,0.036,0.266,Store to ship
C000660,New Zealand,Solvents,48,32922,Unifeeder,272,0.6,0.021,0.78,0.034,0.389,Proceed to further inspection
C000661,Kenya,Semiconductors,40,26525,Hapag-Lloyd,255,0.6,0.049,0.32,0.028,0.327,Proceed to further inspection
C000662,India,Chemicals,48,32521,North Korea Shipping Corporation,129,0.4,0.04,0.71,0.085,0.303,Proceed to further inspection
C000663,Denmark,Marble,45,29379,TS Lines,329,0.8,0.02,0.28,0.037,0.399,Proceed to further inspection
C000664,Argentina,Vaccines,40,26750,PIL (Pacific International Lines),30,0.01,0.05,0.19,0.034,0.053,Store to ship
C000665,Russia,Industrial Tools,53,34180,Ocean Network Express (ONE),180,0.4,0.058,0.3,0.027,0.24,Store to ship
C000666,Kenya,Sand,20,21504,Res Trans-Logis,223,0.6,0.049,0.42,0.042,0.344,Proceed to further inspection
C000667,Brazil,Frozen Meat,20,21721,Maersk,6,0.01,0.052,0.24,0.025,0.06,Store to ship
C000668,Italy,Industrial Chemicals,45,28993,Crowley Maritime,57,0.07,0.026,0.75,0.033,0.157,Store to ship
C000669,Argentina,Copper,48,32468,OOCL,182,0.4,0.05,0.35,0.028,0.245,Store to ship
C000670,Netherlands,Rubber,45,28801,Baltic Shipping Company,249,0.6,0.021,0.27,0.041,0.311,Proceed to further inspection
C000671,Taiwan,Solvents,48,33007,Nippon Yusen Kaisha (NYK),357,0.8,0.032,0.78,0.029,0.479,Proceed to further inspection
C000672,Germany,Rice,48,32933,Evergreen Marine,283,0.6,0.022,0.38,0.029,0.328,Proceed to further inspection
C000673,Brazil,Fruits,40,26824,Safmarine,44,0.01,0.052,0.15,0.035,0.047,Store to ship
C000674,Greece,Granite,40,27173,Iran Shipping Lines,393,0.8,0.024,0.29,0.07,0.405,Proceed to further inspection
C000675,Colombia,Petroleum Products,20,21847,Sinokor Merchant Marine,120,0.4,0.043,0.84,0.036,0.32,Proceed to further inspection
C000676,Norway,Copper,40,26987,SM Line,207,0.6,0.02,0.35,0.036,0.323,Proceed to further inspection
C000677,United States,Wheat,45,29403,OOCL,353,0.8,0.028,0.17,0.028,0.383,Proceed to further inspection
C000678,Egypt,Garments,48,32605,Mediterranean Shipping Company (MSC),45,0.01,0.044,0.17,0.026,0.047,Store to ship
C000679,China,Paint,40,26933,Roy Shipping Agency,153,0.4,0.073,0.41,0.079,0.267,Store to ship
C000680,United Arab Emirates,Garments,48,32799,Syrian Shipping Lines,149,0.4,0.045,0.17,0.075,0.22,Store to ship
C000681,Pakistan,Steel Coils,53,33873,Nippon Yusen Kaisha (NYK),127,0.4,0.06,0.4,0.029,0.256,Store to ship
C000682,Australia,Ceramics,53,33780,ZIM Integrated Shipping Services,220,0.6,0.023,0.25,0.035,0.308,Proceed to further inspection
C000683,Chile,Plastic Granules,48,32810,SITC International,160,0.4,0.039,0.39,0.038,0.249,Store to ship
C000684,Portugal,Coal,45,29399,Iran Shipping Lines,349,0.8,0.025,0.53,0.07,0.442,Proceed to further inspection
C000685,Philippines,Automobile Parts,40,26972,Mediterranean Shipping Company (MSC),192,0.4,0.043,0.31,0.026,0.237,Store to ship
C000686,Argentina,Glass,40,27092,Unifeeder,312,0.8,0.05,0.24,0.034,0.402,Proceed to further inspection
C000687,Denmark,Granite,48,32902,COSCO Shipping,252,0.6,0.02,0.29,0.032,0.313,Proceed to further inspection
C000688,United States,Rubber,40,26647,Yang Ming Marine,133,0.4,0.028,0.27,0.031,0.226,Store to ship
C000689,Nigeria,Food Products,45,28875,North Korea Shipping Corporation,175,0.4,0.065,0.16,0.085,0.226,Store to ship
C000690,Ukraine,Corn,48,32835,Hamburg Süd,185,0.4,0.055,0.16,0.03,0.218,Store to ship
